date,price,open,high,low,vol,change
2022-09-23,1650.00 ,1674.60 ,1674.60 ,1642.70 ,1.36K,-1.56%
2022-09-22,1676.10 ,1674.30 ,1688.00 ,1659.00 ,0.32K,0.34%
2022-09-21,1670.50 ,1666.80 ,1685.90 ,1657.60 ,0.17K,0.29%
2022-09-20,1665.70 ,1682.30 ,1682.30 ,1665.90 ,0.07K,-0.41%
2022-09-19,1672.60 ,1680.20 ,1680.20 ,1663.50 ,0.18K,-0.32%
2022-09-16,1677.90 ,1665.60 ,1680.00 ,1659.10 ,0.32K,0.39%
2022-09-15,1671.40 ,1695.00 ,1695.00 ,1664.80 ,0.28K,-1.87%
2022-09-14,1703.20 ,1704.00 ,1709.70 ,1701.10 ,0.17K,-0.51%
2022-09-13,1712.00 ,1733.40 ,1733.40 ,1703.80 ,0.22K,-1.36%
2022-09-12,1735.60 ,1731.00 ,1737.30 ,1728.00 ,0.04K,0.70%
2022-09-09,1723.60 ,1716.00 ,1726.40 ,1716.00 ,0.02K,0.48%
2022-09-08,1715.30 ,1723.40 ,1725.50 ,1713.50 ,0.20K,-0.44%
2022-09-07,1722.80 ,1722.80 ,1722.80 ,1722.80 ,173.62K,0.87%
2022-09-06,1707.90 ,1719.70 ,1719.70 ,1714.20 ,0.02K,-0.98%
2022-09-05,1724.80 ,1719.20 ,1726.60 ,1718.75 ,,0.36%
2022-09-04,1718.65 ,1723.60 ,1723.75 ,1718.65 ,,0.06%
2022-09-02,1717.70 ,1709.60 ,1709.60 ,1709.60 ,0.00K,0.78%
2022-09-01,1704.40 ,1708.00 ,1708.00 ,1707.00 ,0.01K,-0.99%
2022-08-31,1721.40 ,1721.40 ,1721.40 ,1721.40 ,176.73K,-0.59%
2022-08-30,1731.60 ,1731.60 ,1731.60 ,1731.60 ,130.66K,-0.51%
2022-08-29,1740.50 ,1740.10 ,1748.60 ,1722.50 ,4.69K,-0.01%
2022-08-26,1740.60 ,1762.30 ,1762.30 ,1737.00 ,7.63K,-1.20%
2022-08-25,1761.80 ,1755.10 ,1769.30 ,1753.80 ,4.95K,0.56%
2022-08-24,1752.00 ,1752.20 ,1759.70 ,1745.50 ,4.64K,0.03%
2022-08-23,1751.50 ,1739.50 ,1757.60 ,1733.80 ,5.04K,0.74%
2022-08-22,1738.60 ,1750.50 ,1752.30 ,1730.40 ,7.38K,-0.82%
2022-08-19,1753.00 ,1762.70 ,1762.70 ,1749.50 ,6.91K,-0.46%
2022-08-18,1761.10 ,1766.30 ,1775.90 ,1758.90 ,3.92K,-0.31%
2022-08-17,1766.50 ,1780.50 ,1786.30 ,1763.70 ,5.60K,-0.72%
2022-08-16,1779.40 ,1785.20 ,1787.60 ,1775.20 ,3.52K,-0.48%
2022-08-15,1787.90 ,1808.20 ,1808.20 ,1777.60 ,5.56K,-0.96%
2022-08-12,1805.20 ,1793.90 ,1808.60 ,1789.90 ,5.25K,0.47%
2022-08-11,1796.80 ,1797.90 ,1804.30 ,1788.50 ,4.51K,-0.36%
2022-08-10,1803.30 ,1799.80 ,1814.40 ,1793.00 ,8.71K,0.10%
2022-08-09,1801.50 ,1794.00 ,1806.00 ,1788.50 ,6.34K,0.40%
2022-08-08,1794.30 ,1780.30 ,1795.50 ,1776.20 ,4.37K,0.78%
2022-08-05,1780.50 ,1796.00 ,1800.50 ,1769.80 ,7.23K,-0.87%
2022-08-04,1796.20 ,1771.90 ,1801.00 ,1769.50 ,9.44K,1.70%
2022-08-03,1766.10 ,1767.40 ,1779.10 ,1759.70 ,6.90K,-0.76%
2022-08-02,1779.70 ,1779.30 ,1794.80 ,1766.20 ,9.85K,0.12%
2022-08-01,1777.60 ,1772.20 ,1781.80 ,1764.10 ,7.76K,0.34%
2022-07-29,1771.50 ,1762.40 ,1774.20 ,1758.40 ,7.96K,0.71%
2022-07-28,1759.00 ,1741.30 ,1764.00 ,1740.90 ,20.39K,2.07%
2022-07-27,1723.30 ,1720.00 ,1743.00 ,1713.80 ,2.60K,0.08%
2022-07-26,1721.90 ,1721.80 ,1729.90 ,1715.90 ,0.77K,-0.08%
2022-07-25,1723.20 ,1730.10 ,1734.30 ,1717.50 ,0.52K,-0.47%
2022-07-22,1731.40 ,1721.00 ,1740.30 ,1716.40 ,0.69K,0.82%
2022-07-21,1717.30 ,1697.10 ,1722.60 ,1682.80 ,0.53K,0.79%
2022-07-20,1703.90 ,1713.70 ,1715.00 ,1694.60 ,0.16K,-0.60%
2022-07-19,1714.10 ,1711.20 ,1719.10 ,1707.70 ,0.10K,0.02%
2022-07-18,1713.80 ,1710.30 ,1724.70 ,1708.90 ,0.57K,0.37%
2022-07-15,1707.50 ,1712.70 ,1716.70 ,1703.50 ,0.27K,-0.14%
2022-07-14,1709.90 ,1738.70 ,1738.70 ,1700.60 ,0.55K,-1.70%
2022-07-13,1739.50 ,1728.00 ,1748.20 ,1710.90 ,0.18K,0.61%
2022-07-12,1728.90 ,1737.20 ,1738.80 ,1726.00 ,0.09K,-0.40%
2022-07-11,1735.90 ,1741.80 ,1744.70 ,1735.10 ,0.75K,-0.62%
2022-07-08,1746.70 ,1743.70 ,1755.40 ,1737.00 ,0.66K,0.15%
2022-07-07,1744.10 ,1743.00 ,1748.10 ,1742.40 ,0.79K,0.16%
2022-07-06,1741.30 ,1771.90 ,1774.90 ,1736.80 ,1.03K,-1.56%
2022-07-05,1768.90 ,1817.00 ,1817.00 ,1768.90 ,1.33K,0.28%
2022-07-04,1763.90 ,1814.40 ,1815.20 ,1763.00 ,310.37K,-2.33%
2022-07-01,1805.90 ,1810.30 ,1816.80 ,1788.90 ,0.23K,-0.34%
2022-06-30,1812.00 ,1816.30 ,1830.00 ,1811.50 ,0.10K,-0.55%
2022-06-29,1822.00 ,1822.00 ,1822.00 ,1822.00 ,155.54K,0.04%
2022-06-28,1821.20 ,1823.60 ,1830.90 ,1819.10 ,111.40K,-0.20%
2022-06-27,1824.80 ,1839.60 ,1842.80 ,1821.80 ,143.82K,-0.30%
2022-06-24,1830.30 ,1824.20 ,1833.70 ,1817.70 ,139.72K,0.03%
2022-06-23,1829.80 ,1839.70 ,1848.90 ,1823.50 ,167.07K,-0.47%
2022-06-22,1838.40 ,1834.90 ,1850.30 ,1824.50 ,149.55K,-0.02%
2022-06-21,1838.80 ,1840.60 ,1848.40 ,1830.70 ,176.30K,0.00%
2022-06-20,1838.80 ,1840.60 ,1848.40 ,1830.70 ,176.30K,-0.10%
2022-06-17,1840.60 ,1859.30 ,1861.50 ,1836.10 ,141.72K,-0.50%
2022-06-16,1849.90 ,1835.80 ,1860.20 ,1816.30 ,180.89K,1.67%
2022-06-15,1819.60 ,1809.70 ,1845.40 ,1808.40 ,203.42K,0.34%
2022-06-14,1813.50 ,1820.90 ,1833.30 ,1806.10 ,165.15K,-1.00%
2022-06-13,1831.80 ,1879.00 ,1882.50 ,1819.00 ,252.54K,-2.33%
2022-06-10,1875.50 ,1850.40 ,1879.60 ,1826.50 ,267.20K,1.23%
2022-06-09,1852.80 ,1855.10 ,1857.80 ,1841.90 ,131.29K,-0.20%
2022-06-08,1856.50 ,1855.00 ,1862.40 ,1846.60 ,114.14K,0.24%
2022-06-07,1852.10 ,1843.50 ,1858.20 ,1838.50 ,119.21K,0.46%
2022-06-06,1843.70 ,1853.70 ,1861.20 ,1843.00 ,103.18K,-0.35%
2022-06-03,1850.20 ,1872.60 ,1878.60 ,1849.70 ,115.34K,-1.13%
2022-06-02,1871.40 ,1849.90 ,1874.40 ,1846.50 ,127.47K,1.23%
2022-06-01,1848.70 ,1840.00 ,1853.00 ,1830.20 ,158.04K,0.02%
2022-05-31,1848.40 ,1856.50 ,1867.90 ,1837.60 ,201.80K,0.00%
2022-05-30,1848.40 ,1856.50 ,1867.90 ,1837.60 ,201.80K,-0.48%
2022-05-27,1857.30 ,1855.10 ,1866.90 ,1851.90 ,123.76K,0.36%
2022-05-26,1850.60 ,1854.50 ,1855.00 ,1840.40 ,1.12K,0.08%
2022-05-25,1849.20 ,1867.60 ,1869.00 ,1843.00 ,0.65K,-1.03%
2022-05-24,1868.40 ,1855.40 ,1871.30 ,1851.30 ,1.15K,0.96%
2022-05-23,1850.60 ,1847.40 ,1865.00 ,1847.40 ,0.84K,0.32%
2022-05-20,1844.70 ,1842.70 ,1848.80 ,1834.00 ,0.15K,0.04%
2022-05-19,1844.00 ,1818.30 ,1850.40 ,1818.30 ,0.47K,1.37%
2022-05-18,1819.00 ,1816.20 ,1825.10 ,1808.90 ,0.20K,-0.16%
2022-05-17,1821.90 ,1827.20 ,1834.90 ,1814.30 ,0.17K,0.28%
2022-05-16,1816.80 ,1815.00 ,1828.00 ,1790.00 ,0.22K,0.30%
2022-05-13,1811.30 ,1821.00 ,1830.00 ,1801.20 ,0.09K,-0.91%
2022-05-12,1827.90 ,1857.90 ,1859.60 ,1824.00 ,0.08K,-1.57%
2022-05-11,1857.10 ,1841.50 ,1858.40 ,1837.40 ,0.10K,0.69%
2022-05-10,1844.40 ,1861.90 ,1866.60 ,1839.90 ,0.08K,-0.95%
2022-05-09,1862.00 ,1883.60 ,1883.60 ,1858.00 ,0.01K,-1.28%
2022-05-06,1886.20 ,1873.10 ,1892.00 ,1873.10 ,0.01K,0.38%
2022-05-05,1879.00 ,1898.40 ,1910.20 ,1878.70 ,0.05K,0.37%
2022-05-04,1872.10 ,1871.90 ,1889.20 ,1866.10 ,0.09K,-0.10%
2022-05-03,1873.90 ,1868.70 ,1879.30 ,1859.70 ,0.16K,0.37%
2022-05-02,1867.00 ,1894.50 ,1894.50 ,1865.00 ,0.02K,-2.51%
2022-04-29,1915.10 ,1909.20 ,1920.60 ,1901.20 ,0.01K,1.07%
2022-04-28,1894.80 ,1894.80 ,1894.80 ,1894.80 ,170.91K,0.32%
2022-04-27,1888.70 ,1907.40 ,1908.10 ,1881.60 ,178.20K,-0.81%
2022-04-26,1904.10 ,1899.80 ,1912.20 ,1896.30 ,166.20K,0.43%
2022-04-25,1896.00 ,1931.90 ,1935.50 ,1891.80 ,231.49K,-1.98%
2022-04-22,1934.30 ,1953.10 ,1957.80 ,1928.00 ,176.68K,-0.71%
2022-04-21,1948.20 ,1960.00 ,1960.10 ,1938.00 ,154.92K,-0.38%
2022-04-20,1955.60 ,1952.70 ,1960.90 ,1941.00 ,139.51K,-0.17%
2022-04-19,1959.00 ,1981.20 ,1985.10 ,1945.50 ,181.44K,-1.38%
2022-04-18,1986.40 ,1978.50 ,2003.00 ,1974.40 ,138.13K,0.58%
2022-04-14,1974.90 ,1981.60 ,1984.00 ,1962.70 ,139.42K,-0.49%
2022-04-13,1984.70 ,1970.50 ,1985.80 ,1966.30 ,132.03K,0.44%
2022-04-12,1976.10 ,1957.40 ,1982.70 ,1953.00 ,172.39K,1.43%
2022-04-11,1948.20 ,1949.60 ,1974.60 ,1942.90 ,184.39K,0.13%
2022-04-08,1945.60 ,1934.30 ,1952.20 ,1930.40 ,142.50K,0.40%
2022-04-07,1937.80 ,1928.10 ,1941.70 ,1923.30 ,122.81K,0.76%
2022-04-06,1923.10 ,1927.60 ,1937.60 ,1916.20 ,153.97K,-0.23%
2022-04-05,1927.50 ,1937.30 ,1948.90 ,1920.90 ,147.26K,-0.34%
2022-04-04,1934.00 ,1927.10 ,1941.60 ,1918.20 ,108.44K,0.54%
2022-04-01,1923.70 ,1942.40 ,1944.50 ,1921.40 ,135.15K,-1.55%
2022-03-31,1954.00 ,1937.30 ,1955.00 ,1923.00 ,155.30K,0.77%
2022-03-30,1939.00 ,1924.00 ,1943.40 ,1920.10 ,136.04K,1.24%
2022-03-29,1915.20 ,1924.30 ,1930.50 ,1891.00 ,2.43K,-1.40%
2022-03-28,1942.30 ,1959.10 ,1962.00 ,1919.00 ,1.08K,-0.75%
2022-03-25,1956.90 ,1962.30 ,1967.40 ,1946.80 ,0.63K,-0.41%
2022-03-24,1964.90 ,1947.40 ,1969.50 ,1941.40 ,1.14K,1.27%
2022-03-23,1940.20 ,1924.00 ,1950.80 ,1920.50 ,0.81K,0.82%
2022-03-22,1924.40 ,1938.70 ,1941.70 ,1913.60 ,1.17K,-0.42%
2022-03-21,1932.50 ,1922.70 ,1943.20 ,1922.00 ,0.64K,0.04%
2022-03-18,1931.70 ,1945.70 ,1948.30 ,1921.60 ,0.26K,-0.73%
2022-03-17,1946.00 ,1930.60 ,1952.50 ,1928.30 ,0.42K,1.78%
2022-03-16,1911.90 ,1922.70 ,1932.70 ,1898.60 ,0.38K,-1.07%
2022-03-15,1932.60 ,1958.80 ,1958.80 ,1911.60 ,0.53K,-1.57%
2022-03-14,1963.40 ,1985.60 ,1990.00 ,1956.50 ,0.19K,-1.22%
2022-03-11,1987.60 ,2004.10 ,2004.10 ,1965.40 ,0.73K,-0.76%
2022-03-10,2002.90 ,2000.20 ,2015.70 ,1979.10 ,1.30K,0.61%
2022-03-09,1990.70 ,2054.80 ,2071.00 ,1984.30 ,0.61K,-2.72%
2022-03-08,2046.30 ,2004.30 ,2078.70 ,1992.60 ,1.59K,2.38%
2022-03-07,1998.70 ,1984.30 ,2008.60 ,1968.10 ,1.25K,1.51%
2022-03-04,1968.90 ,1944.30 ,1974.00 ,1940.00 ,0.79K,1.59%
2022-03-03,1938.10 ,1933.00 ,1943.80 ,1926.50 ,0.99K,0.70%
2022-03-02,1924.60 ,1947.20 ,1951.10 ,1922.90 ,0.66K,-1.06%
2022-03-01,1945.30 ,1909.00 ,1944.40 ,1909.00 ,0.04K,2.27%
2022-02-28,1902.20 ,1913.00 ,1919.90 ,1896.10 ,0.04K,0.69%
2022-02-25,1889.20 ,1889.20 ,1889.20 ,1889.20 ,229.78K,-1.93%
2022-02-24,1926.30 ,1911.90 ,1976.50 ,1878.60 ,423.05K,0.83%
2022-02-23,1910.40 ,1901.20 ,1912.90 ,1891.10 ,154.84K,0.16%
2022-02-22,1907.40 ,1903.50 ,1918.30 ,1889.70 ,334.59K,0.00%
2022-02-21,1907.40 ,1903.50 ,1918.30 ,1889.70 ,334.59K,0.40%
2022-02-18,1899.80 ,1901.40 ,1905.00 ,1888.00 ,161.75K,-0.12%
2022-02-17,1902.00 ,1872.00 ,1904.00 ,1869.70 ,268.55K,1.63%
2022-02-16,1871.50 ,1855.50 ,1874.60 ,1851.80 ,141.49K,0.82%
2022-02-15,1856.20 ,1873.80 ,1881.60 ,1845.40 ,214.88K,-0.71%
2022-02-14,1869.40 ,1862.20 ,1876.50 ,1851.90 ,231.02K,1.48%
2022-02-11,1842.10 ,1827.00 ,1867.40 ,1821.10 ,239.09K,0.26%
2022-02-10,1837.40 ,1834.00 ,1843.30 ,1821.80 ,227.46K,0.04%
2022-02-09,1836.60 ,1827.00 ,1837.10 ,1825.50 ,136.72K,0.48%
2022-02-08,1827.90 ,1821.50 ,1829.90 ,1816.00 ,142.41K,0.33%
2022-02-07,1821.80 ,1808.00 ,1824.60 ,1807.50 ,139.81K,0.77%
2022-02-04,1807.80 ,1805.40 ,1815.80 ,1792.10 ,177.71K,0.21%
2022-02-03,1804.10 ,1807.40 ,1809.50 ,1788.50 ,173.72K,-0.34%
2022-02-02,1810.30 ,1800.80 ,1812.00 ,1794.60 ,123.02K,0.49%
2022-02-01,1801.50 ,1798.90 ,1809.70 ,1796.20 ,128.88K,0.28%
2022-01-31,1796.40 ,1792.80 ,1800.90 ,1785.80 ,139.42K,0.55%
2022-01-28,1786.60 ,1799.60 ,1800.30 ,1780.60 ,217.15K,-0.42%
2022-01-27,1794.20 ,1820.30 ,1822.50 ,1792.00 ,2.18K,-2.01%
2022-01-26,1831.00 ,1849.40 ,1851.60 ,1816.00 ,1.86K,-1.25%
2022-01-25,1854.10 ,1845.20 ,1855.60 ,1836.90 ,0.81K,0.58%
2022-01-24,1843.40 ,1835.30 ,1846.00 ,1831.60 ,0.82K,0.54%
2022-01-21,1833.50 ,1841.60 ,1844.80 ,1831.00 ,0.55K,-0.59%
2022-01-20,1844.30 ,1841.30 ,1850.10 ,1839.00 ,0.77K,-0.02%
2022-01-19,1844.70 ,1814.00 ,1845.10 ,1811.20 ,0.38K,1.69%
2022-01-18,1814.10 ,1818.70 ,1824.20 ,1806.90 ,0.34K,0.09%
2022-01-17,1812.40 ,1818.70 ,1822.90 ,1804.70 ,362.94K,-0.32%
2022-01-14,1818.30 ,1822.90 ,1830.60 ,1816.30 ,0.13K,-0.27%
2022-01-13,1823.30 ,1827.80 ,1827.80 ,1814.10 ,0.11K,-0.32%
2022-01-12,1829.10 ,1822.50 ,1828.90 ,1817.70 ,0.06K,0.48%
2022-01-11,1820.40 ,1802.20 ,1824.40 ,1802.20 ,0.35K,1.09%
2022-01-10,1800.70 ,1799.70 ,1802.40 ,1792.50 ,0.54K,0.08%
2022-01-07,1799.30 ,1792.60 ,1800.00 ,1784.00 ,2.26K,0.46%
2022-01-06,1791.00 ,1812.30 ,1812.30 ,1788.70 ,0.66K,-1.95%
2022-01-05,1826.60 ,1821.90 ,1831.50 ,1811.60 ,0.60K,0.59%
2022-01-04,1815.80 ,1807.90 ,1817.00 ,1801.80 ,0.46K,0.82%
2022-01-03,1801.10 ,1826.80 ,1826.80 ,1800.20 ,0.02K,-1.56%
2021-12-31,1829.70 ,1828.50 ,1830.20 ,1823.60 ,0.02K,0.79%
2021-12-30,1815.30 ,1815.30 ,1815.30 ,1815.30 ,113.43K,0.53%
2021-12-29,1805.80 ,1806.60 ,1808.00 ,1789.10 ,138.69K,-0.28%
2021-12-28,1810.90 ,1812.10 ,1821.60 ,1805.50 ,100.54K,0.12%
2021-12-27,1808.80 ,1810.20 ,1814.60 ,1803.60 ,84.23K,-0.16%
2021-12-23,1811.70 ,1805.60 ,1812.00 ,1799.00 ,104.84K,0.53%
2021-12-22,1802.20 ,1789.40 ,1806.30 ,1785.80 ,110.41K,0.75%
2021-12-21,1788.70 ,1791.40 ,1801.70 ,1785.00 ,134.15K,-0.33%
2021-12-20,1794.60 ,1800.20 ,1804.60 ,1789.00 ,105.39K,-0.57%
2021-12-17,1804.90 ,1801.50 ,1815.70 ,1796.50 ,156.61K,0.37%
2021-12-16,1798.20 ,1777.90 ,1800.70 ,1775.70 ,167.78K,1.91%
2021-12-15,1764.50 ,1771.90 ,1781.30 ,1753.00 ,161.10K,-0.44%
2021-12-14,1772.30 ,1787.60 ,1789.80 ,1766.10 ,153.25K,-0.89%
2021-12-13,1788.30 ,1784.20 ,1792.80 ,1782.20 ,106.06K,0.20%
2021-12-10,1784.80 ,1776.30 ,1791.00 ,1770.40 ,142.00K,0.46%
2021-12-09,1776.70 ,1784.30 ,1788.40 ,1773.30 ,123.97K,-0.49%
2021-12-08,1785.50 ,1785.10 ,1794.30 ,1780.10 ,109.69K,0.04%
2021-12-07,1784.70 ,1779.50 ,1789.30 ,1772.40 ,129.89K,0.29%
2021-12-06,1779.50 ,1787.70 ,1789.00 ,1776.40 ,104.48K,-0.25%
2021-12-03,1783.90 ,1769.40 ,1788.00 ,1766.00 ,175.18K,1.20%
2021-12-02,1762.70 ,1783.80 ,1785.20 ,1762.20 ,172.72K,-1.21%
2021-12-01,1784.30 ,1777.40 ,1795.70 ,1773.70 ,180.34K,0.44%
2021-11-30,1776.50 ,1786.90 ,1811.40 ,1771.20 ,242.86K,-0.49%
2021-11-29,1785.20 ,1795.20 ,1801.50 ,1782.00 ,151.37K,-0.10%
2021-11-26,1786.90 ,1788.40 ,1817.70 ,1780.50 ,2.97K,-0.07%
2021-11-25,1788.10 ,1792.30 ,1819.30 ,1781.60 ,180.64K,0.14%
2021-11-24,1785.60 ,1793.40 ,1797.00 ,1779.20 ,0.97K,0.03%
2021-11-23,1785.10 ,1810.40 ,1813.10 ,1783.10 ,1.86K,-1.25%
2021-11-22,1807.70 ,1843.00 ,1851.10 ,1804.00 ,1.18K,-2.44%
2021-11-19,1852.90 ,1864.20 ,1869.00 ,1846.00 ,0.54K,-0.53%
2021-11-18,1862.70 ,1869.80 ,1874.50 ,1858.30 ,0.49K,-0.47%
2021-11-17,1871.50 ,1852.70 ,1871.10 ,1852.70 ,0.24K,0.87%
2021-11-16,1855.40 ,1867.00 ,1880.10 ,1852.40 ,0.65K,-0.67%
2021-11-15,1868.00 ,1870.10 ,1873.10 ,1860.00 ,0.24K,-0.09%
2021-11-12,1869.70 ,1865.90 ,1872.20 ,1849.80 ,0.24K,0.24%
2021-11-11,1865.20 ,1855.50 ,1868.90 ,1847.00 ,0.19K,0.85%
2021-11-10,1849.50 ,1827.80 ,1869.80 ,1827.80 ,0.23K,0.96%
2021-11-09,1832.00 ,1828.30 ,1835.10 ,1822.70 ,0.14K,0.15%
2021-11-08,1829.20 ,1818.50 ,1829.20 ,1815.50 ,0.12K,0.62%
2021-11-05,1818.00 ,1792.90 ,1820.70 ,1788.20 ,0.10K,1.30%
2021-11-04,1794.70 ,1773.00 ,1800.70 ,1773.00 ,0.03K,1.68%
2021-11-03,1765.10 ,1777.00 ,1777.30 ,1762.30 ,0.13K,-1.42%
2021-11-02,1790.60 ,1797.10 ,1797.10 ,1790.20 ,0.01K,-0.35%
2021-11-01,1796.90 ,1785.50 ,1796.90 ,1783.10 ,0.03K,0.67%
2021-10-29,1784.90 ,1789.30 ,1789.30 ,1776.90 ,0.02K,-1.04%
2021-10-28,1803.60 ,1803.60 ,1803.60 ,1803.60 ,220.88K,0.27%
2021-10-27,1798.80 ,1795.00 ,1801.00 ,1784.30 ,182.80K,0.30%
2021-10-26,1793.40 ,1808.70 ,1809.80 ,1783.00 ,197.93K,-0.74%
2021-10-25,1806.80 ,1794.20 ,1811.50 ,1793.00 ,153.59K,0.58%
2021-10-22,1796.30 ,1783.70 ,1815.50 ,1783.40 ,312.81K,0.81%
2021-10-21,1781.90 ,1782.50 ,1790.30 ,1776.80 ,138.73K,-0.17%
2021-10-20,1784.90 ,1769.40 ,1789.60 ,1767.10 ,174.08K,0.81%
2021-10-19,1770.50 ,1764.80 ,1786.00 ,1763.40 ,166.97K,0.27%
2021-10-18,1765.70 ,1767.50 ,1772.50 ,1760.30 ,152.74K,-0.15%
2021-10-15,1768.30 ,1797.30 ,1797.70 ,1765.10 ,202.63K,-1.65%
2021-10-14,1797.90 ,1793.60 ,1801.90 ,1787.60 ,164.65K,0.18%
2021-10-13,1794.70 ,1760.40 ,1797.40 ,1757.90 ,299.04K,2.01%
2021-10-12,1759.30 ,1753.60 ,1770.00 ,1750.50 ,168.11K,0.21%
2021-10-11,1755.70 ,1757.40 ,1761.10 ,1749.90 ,114.77K,-0.10%
2021-10-08,1757.40 ,1757.00 ,1782.40 ,1753.60 ,240.37K,-0.10%
2021-10-07,1759.20 ,1763.80 ,1767.70 ,1752.00 ,146.41K,-0.15%
2021-10-06,1761.80 ,1760.50 ,1765.90 ,1745.40 ,159.22K,0.05%
2021-10-05,1760.90 ,1770.80 ,1771.10 ,1748.60 ,151.42K,-0.38%
2021-10-04,1767.60 ,1762.60 ,1771.50 ,1747.70 ,166.18K,0.52%
2021-10-01,1758.40 ,1757.20 ,1765.20 ,1749.90 ,151.20K,0.08%
2021-09-30,1757.00 ,1726.00 ,1765.00 ,1721.80 ,246.37K,1.98%
2021-09-29,1722.90 ,1734.00 ,1746.00 ,1721.10 ,177.39K,-0.81%
2021-09-28,1737.00 ,1750.00 ,1752.90 ,1728.00 ,0.96K,-0.82%
2021-09-27,1751.40 ,1749.20 ,1759.50 ,1744.90 ,0.91K,0.03%
2021-09-24,1750.90 ,1744.90 ,1756.10 ,1740.00 ,0.54K,0.11%
2021-09-23,1748.90 ,1767.30 ,1775.10 ,1740.00 ,0.87K,-1.63%
2021-09-22,1777.90 ,1772.60 ,1784.50 ,1765.00 ,0.12K,0.03%
2021-09-21,1777.30 ,1764.00 ,1780.70 ,1757.80 ,0.59K,0.82%
2021-09-20,1762.90 ,1752.20 ,1766.60 ,1743.50 ,0.36K,0.71%
2021-09-17,1750.50 ,1755.30 ,1765.60 ,1748.00 ,0.46K,-0.30%
2021-09-16,1755.70 ,1795.40 ,1795.40 ,1744.70 ,0.09K,-2.12%
2021-09-15,1793.70 ,1804.10 ,1804.10 ,1792.00 ,0.01K,-0.69%
2021-09-14,1806.10 ,1789.50 ,1808.00 ,1781.00 ,0.03K,0.71%
2021-09-13,1793.30 ,1788.30 ,1794.50 ,1788.30 ,0.01K,0.13%
2021-09-10,1791.00 ,1804.20 ,1804.20 ,1788.30 ,0.01K,-0.44%
2021-09-09,1798.90 ,1794.10 ,1796.90 ,1788.30 ,0.03K,0.36%
2021-09-08,1792.40 ,1799.00 ,1799.00 ,1785.00 ,0.01K,-0.28%
2021-09-07,1797.40 ,1824.00 ,1824.40 ,1792.80 ,0.02K,-0.06%
2021-09-06,1798.50 ,1833.50 ,1833.50 ,1793.70 ,252.48K,-1.86%
2021-09-03,1832.60 ,1814.50 ,1834.20 ,1813.00 ,0.01K,1.23%
2021-09-02,1810.40 ,1811.00 ,1811.00 ,1808.40 ,0.02K,-0.25%
2021-09-01,1814.90 ,1817.10 ,1817.40 ,1809.70 ,0.04K,-0.11%
2021-08-31,1816.90 ,1816.90 ,1816.90 ,1816.90 ,170.39K,0.38%
2021-08-30,1810.00 ,1810.00 ,1810.00 ,1810.00 ,104.88K,-0.40%
2021-08-27,1817.20 ,1792.00 ,1819.60 ,1783.80 ,8.73K,1.35%
2021-08-26,1793.00 ,1790.50 ,1798.10 ,1779.20 ,4.49K,0.23%
2021-08-25,1788.80 ,1802.60 ,1802.70 ,1781.90 ,6.78K,-0.97%
2021-08-24,1806.30 ,1805.20 ,1809.80 ,1800.40 ,3.63K,0.13%
2021-08-23,1804.00 ,1780.10 ,1806.70 ,1775.90 ,6.79K,1.25%
2021-08-20,1781.80 ,1780.30 ,1788.60 ,1778.10 ,3.38K,0.05%
2021-08-19,1780.90 ,1787.40 ,1792.20 ,1772.40 ,3.63K,-0.08%
2021-08-18,1782.30 ,1785.90 ,1793.10 ,1777.00 ,3.86K,-0.19%
2021-08-17,1785.70 ,1786.80 ,1795.00 ,1779.90 ,6.03K,-0.11%
2021-08-16,1787.60 ,1779.50 ,1789.00 ,1769.80 ,4.52K,0.65%
2021-08-13,1776.00 ,1752.70 ,1779.60 ,1751.60 ,6.33K,1.50%
2021-08-12,1749.80 ,1750.60 ,1757.20 ,1740.60 ,2.72K,-0.08%
2021-08-11,1751.20 ,1728.10 ,1754.40 ,1724.30 ,5.91K,1.24%
2021-08-10,1729.70 ,1729.70 ,1736.90 ,1716.50 ,7.20K,0.31%
2021-08-09,1724.40 ,1763.00 ,1763.00 ,1676.40 ,16.04K,-2.08%
2021-08-06,1761.10 ,1804.00 ,1804.40 ,1757.30 ,17.61K,-2.52%
2021-08-05,1806.60 ,1812.20 ,1815.60 ,1797.30 ,8.98K,-0.31%
2021-08-04,1812.20 ,1810.80 ,1833.40 ,1806.10 ,9.27K,0.03%
2021-08-03,1811.70 ,1814.10 ,1815.50 ,1807.30 ,4.29K,-0.45%
2021-08-02,1819.80 ,1814.60 ,1820.50 ,1805.90 ,6.16K,0.29%
2021-07-30,1814.50 ,1830.30 ,1832.80 ,1810.60 ,7.47K,-1.02%
2021-07-29,1833.20 ,1808.20 ,1834.70 ,1808.20 ,16.73K,1.80%
2021-07-28,1800.80 ,1800.20 ,1810.00 ,1792.80 ,2.15K,-0.01%
2021-07-27,1800.90 ,1798.60 ,1806.20 ,1794.00 ,1.09K,0.03%
2021-07-26,1800.40 ,1803.40 ,1812.50 ,1797.50 ,0.63K,-0.14%
2021-07-23,1802.90 ,1808.30 ,1811.00 ,1790.20 ,0.58K,-0.20%
2021-07-22,1806.50 ,1805.30 ,1809.50 ,1794.00 ,0.71K,0.12%
2021-07-21,1804.40 ,1811.20 ,1814.40 ,1796.00 ,1.13K,-0.44%
