date,price,open,high,low,vol,change
2020-05-12,1713.40 ,1706.20 ,1721.20 ,1704.50 ,0.05K,0.52%
2020-05-11,1704.60 ,1714.20 ,1717.20 ,1700.20 ,0.37K,-0.86%
2020-05-08,1719.30 ,1735.80 ,1738.60 ,1712.60 ,0.12K,-0.62%
2020-05-07,1730.00 ,1698.40 ,1736.60 ,1698.40 ,0.17K,2.20%
2020-05-06,1692.70 ,1717.20 ,1717.60 ,1691.00 ,0.06K,-1.30%
2020-05-05,1715.00 ,1708.30 ,1717.60 ,1703.80 ,0.07K,-0.13%
2020-05-04,1717.20 ,1710.90 ,1725.80 ,1710.90 ,0.07K,0.75%
2020-05-01,1704.40 ,1697.10 ,1713.50 ,1682.70 ,0.10K,0.43%
2020-04-30,1697.10 ,1737.70 ,1737.90 ,1695.00 ,0.04K,-1.12%
2020-04-29,1716.30 ,1716.30 ,1716.30 ,1716.30 ,159.60K,-0.34%
2020-04-28,1722.20 ,1724.40 ,1731.90 ,1704.10 ,171.34K,-0.09%
2020-04-27,1723.80 ,1745.00 ,1745.80 ,1720.00 ,146.64K,-0.68%
2020-04-24,1735.60 ,1753.00 ,1760.20 ,1725.40 ,180.24K,-0.56%
2020-04-23,1745.40 ,1736.50 ,1764.20 ,1730.60 ,201.88K,0.41%
2020-04-22,1738.30 ,1703.10 ,1742.40 ,1695.40 ,193.73K,2.99%
2020-04-21,1687.80 ,1713.30 ,1718.00 ,1666.20 ,248.63K,-1.37%
2020-04-20,1711.20 ,1693.00 ,1718.40 ,1685.00 ,186.91K,0.73%
2020-04-17,1698.80 ,1738.50 ,1738.80 ,1691.20 ,227.07K,-1.90%
2020-04-16,1731.70 ,1743.50 ,1768.00 ,1722.60 ,204.23K,-0.49%
2020-04-15,1740.20 ,1758.10 ,1759.80 ,1731.60 ,186.70K,-1.62%
2020-04-14,1768.90 ,1761.50 ,1788.80 ,1747.10 ,241.19K,0.43%
2020-04-13,1761.40 ,1742.30 ,1772.80 ,1724.20 ,166.89K,0.49%
2020-04-09,1752.80 ,1680.50 ,1754.50 ,1676.50 ,218.80K,4.07%
2020-04-08,1684.30 ,1678.70 ,1695.80 ,1670.70 ,125.33K,0.04%
2020-04-07,1683.70 ,1707.10 ,1742.60 ,1672.00 ,204.50K,-0.60%
2020-04-06,1693.90 ,1647.70 ,1715.80 ,1638.20 ,192.75K,2.93%
2020-04-03,1645.70 ,1635.30 ,1652.80 ,1624.40 ,139.61K,0.49%
2020-04-02,1637.70 ,1602.40 ,1645.60 ,1595.20 ,167.71K,2.91%
2020-04-01,1591.40 ,1589.40 ,1612.40 ,1576.00 ,164.48K,-0.33%
2020-03-31,1596.60 ,1643.40 ,1645.60 ,1588.20 ,176.55K,-2.84%
2020-03-30,1643.20 ,1663.40 ,1673.60 ,1632.00 ,157.37K,0.12%
2020-03-27,1641.30 ,1649.90 ,1653.10 ,1629.60 ,3.03K,-0.89%
2020-03-26,1656.00 ,1638.80 ,1674.50 ,1613.60 ,1.58K,1.19%
2020-03-25,1636.60 ,1680.00 ,1696.30 ,1613.00 ,1.10K,-1.65%
2020-03-24,1664.00 ,1564.60 ,1692.70 ,1564.60 ,2.64K,5.97%
2020-03-23,1570.20 ,1509.40 ,1572.20 ,1488.00 ,1.30K,5.63%
2020-03-20,1486.50 ,1476.10 ,1520.70 ,1458.00 ,1.22K,0.35%
2020-03-19,1481.30 ,1476.90 ,1501.20 ,1468.10 ,0.49K,0.13%
2020-03-18,1479.40 ,1546.10 ,1546.20 ,1475.00 ,0.59K,-3.13%
2020-03-17,1527.20 ,1502.50 ,1554.80 ,1470.00 ,0.45K,2.66%
2020-03-16,1487.60 ,1573.60 ,1573.80 ,1453.60 ,1.11K,-2.02%
2020-03-13,1518.20 ,1576.90 ,1597.60 ,1511.40 ,0.90K,-4.64%
2020-03-12,1592.10 ,1643.00 ,1650.00 ,1563.40 ,1.13K,-3.16%
2020-03-11,1644.10 ,1651.70 ,1672.80 ,1635.80 ,0.24K,-1.08%
2020-03-10,1662.00 ,1670.70 ,1672.40 ,1648.00 ,0.68K,-0.92%
2020-03-09,1677.40 ,1691.00 ,1704.30 ,1663.60 ,0.45K,0.19%
2020-03-06,1674.30 ,1674.20 ,1692.30 ,1648.50 ,0.41K,0.26%
2020-03-05,1670.00 ,1642.70 ,1677.00 ,1639.80 ,0.19K,1.51%
2020-03-04,1645.20 ,1646.50 ,1652.40 ,1635.50 ,0.21K,-0.09%
2020-03-03,1646.60 ,1596.20 ,1651.40 ,1596.20 ,0.14K,3.10%
2020-03-02,1597.10 ,1593.80 ,1611.00 ,1580.00 ,0.05K,1.77%
2020-02-28,1569.30 ,1626.10 ,1630.90 ,1569.10 ,0.03K,-4.62%
2020-02-27,1645.30 ,1645.30 ,1645.30 ,1645.30 ,573.29K,0.13%
2020-02-26,1643.10 ,1637.30 ,1657.10 ,1626.60 ,531.90K,-0.42%
2020-02-25,1650.00 ,1661.80 ,1666.70 ,1627.00 ,672.76K,-1.59%
2020-02-24,1676.60 ,1656.00 ,1691.70 ,1652.80 ,680.82K,1.69%
2020-02-21,1648.80 ,1623.60 ,1652.10 ,1621.60 ,489.19K,1.75%
2020-02-20,1620.50 ,1615.00 ,1626.50 ,1606.60 ,403.04K,0.54%
2020-02-19,1611.80 ,1604.80 ,1615.90 ,1602.40 ,307.89K,0.51%
2020-02-18,1603.60 ,1585.10 ,1608.20 ,1581.80 ,414.24K,0.00%
2020-02-17,1603.60 ,1585.10 ,1608.20 ,1581.80 ,414.24K,1.08%
2020-02-14,1586.40 ,1579.00 ,1588.20 ,1576.00 ,227.11K,0.48%
2020-02-13,1578.80 ,1569.80 ,1581.70 ,1568.50 ,276.25K,0.46%
2020-02-12,1571.60 ,1571.20 ,1573.60 ,1564.40 ,189.55K,0.10%
2020-02-11,1570.10 ,1575.50 ,1577.50 ,1565.20 ,231.83K,-0.60%
2020-02-10,1579.50 ,1575.80 ,1580.50 ,1571.50 ,191.75K,0.39%
2020-02-07,1573.40 ,1570.70 ,1577.80 ,1563.50 ,286.42K,0.22%
2020-02-06,1570.00 ,1560.00 ,1571.90 ,1556.00 ,229.00K,0.46%
2020-02-05,1562.80 ,1556.10 ,1566.20 ,1551.10 ,306.05K,0.47%
2020-02-04,1555.50 ,1581.50 ,1584.50 ,1552.80 ,349.00K,-1.70%
2020-02-03,1582.40 ,1597.80 ,1598.50 ,1573.20 ,320.60K,-0.35%
2020-01-31,1587.90 ,1578.40 ,1595.50 ,1575.00 ,343.37K,-0.08%
2020-01-30,1589.20 ,1582.40 ,1590.70 ,1576.80 ,382.60K,1.00%
2020-01-29,1573.50 ,1569.00 ,1580.70 ,1565.00 ,4.02K,0.04%
2020-01-28,1572.80 ,1583.90 ,1585.10 ,1567.80 ,2.31K,-0.49%
2020-01-27,1580.60 ,1580.90 ,1591.50 ,1579.00 ,2.94K,0.34%
2020-01-24,1575.20 ,1566.00 ,1578.50 ,1560.00 ,1.97K,0.41%
2020-01-23,1568.80 ,1561.80 ,1570.50 ,1555.30 ,2.33K,0.56%
2020-01-22,1560.00 ,1560.90 ,1562.20 ,1553.30 ,1.01K,-0.05%
2020-01-21,1560.80 ,1567.00 ,1571.40 ,1549.20 ,2.22K,0.19%
2020-01-20,1557.90 ,1557.30 ,1568.80 ,1546.00 ,462.62K,-0.36%
2020-01-17,1563.60 ,1555.70 ,1564.50 ,1555.70 ,0.47K,0.64%
2020-01-16,1553.70 ,1559.90 ,1561.00 ,1551.30 ,0.28K,-0.22%
2020-01-15,1557.20 ,1550.30 ,1561.60 ,1550.30 ,0.81K,0.59%
2020-01-14,1548.00 ,1552.10 ,1552.10 ,1539.60 ,1.79K,-0.37%
2020-01-13,1553.70 ,1563.70 ,1564.90 ,1550.00 ,1.00K,-0.63%
2020-01-10,1563.60 ,1558.20 ,1567.00 ,1550.10 ,0.98K,0.37%
2020-01-09,1557.80 ,1560.10 ,1565.20 ,1546.40 ,1.12K,-0.38%
2020-01-08,1563.80 ,1580.60 ,1615.70 ,1558.00 ,1.98K,-0.87%
2020-01-07,1577.60 ,1570.20 ,1581.40 ,1560.20 ,0.63K,0.36%
2020-01-06,1572.00 ,1559.10 ,1590.40 ,1559.10 ,0.38K,1.06%
2020-01-03,1555.50 ,1535.20 ,1558.30 ,1535.20 ,0.27K,1.57%
2020-01-02,1531.40 ,1526.00 ,1535.70 ,1524.30 ,0.09K,0.32%
2019-12-31,1526.50 ,1525.10 ,1529.60 ,1524.80 ,0.03K,0.32%
2019-12-30,1521.60 ,1521.60 ,1521.60 ,1521.60 ,178.72K,0.23%
2019-12-27,1518.10 ,1516.50 ,1519.90 ,1512.10 ,204.99K,0.24%
2019-12-26,1514.40 ,1503.90 ,1517.40 ,1502.10 ,216.61K,0.64%
2019-12-24,1504.80 ,1489.80 ,1505.00 ,1488.10 ,183.68K,1.08%
2019-12-23,1488.70 ,1482.40 ,1490.10 ,1481.20 ,162.45K,0.53%
2019-12-20,1480.90 ,1482.70 ,1484.80 ,1479.50 ,140.77K,-0.24%
2019-12-19,1484.40 ,1479.40 ,1485.80 ,1477.10 ,201.19K,0.39%
2019-12-18,1478.70 ,1480.40 ,1483.60 ,1474.30 ,197.97K,-0.13%
2019-12-17,1480.60 ,1480.60 ,1484.90 ,1478.40 ,173.25K,0.01%
2019-12-16,1480.50 ,1480.00 ,1484.50 ,1477.40 ,165.85K,-0.05%
2019-12-13,1481.20 ,1470.80 ,1482.50 ,1465.50 ,356.68K,0.60%
2019-12-12,1472.30 ,1479.20 ,1491.60 ,1468.20 ,409.86K,-0.18%
2019-12-11,1475.00 ,1468.50 ,1483.50 ,1466.90 ,251.73K,0.47%
2019-12-10,1468.10 ,1466.30 ,1473.70 ,1464.20 ,228.83K,0.22%
2019-12-09,1464.90 ,1464.10 ,1469.80 ,1463.00 ,177.22K,-0.01%
2019-12-06,1465.10 ,1481.00 ,1485.30 ,1463.30 ,317.32K,-1.21%
2019-12-05,1483.10 ,1480.00 ,1485.70 ,1478.00 ,240.01K,0.20%
2019-12-04,1480.20 ,1483.20 ,1489.90 ,1476.70 ,319.73K,-0.28%
2019-12-03,1484.40 ,1468.00 ,1487.70 ,1465.40 ,400.90K,1.03%
2019-12-02,1469.20 ,1470.30 ,1471.70 ,1459.80 ,316.58K,-0.24%
2019-11-29,1472.70 ,1461.20 ,1472.90 ,1459.10 ,272.34K,0.00%
2019-11-28,1472.70 ,1461.20 ,1472.90 ,1459.10 ,272.34K,0.81%
2019-11-27,1460.80 ,1468.30 ,1469.10 ,1459.10 ,232.12K,-0.25%
2019-11-26,1464.40 ,1458.80 ,1466.80 ,1454.10 ,2.65K,0.27%
2019-11-25,1460.50 ,1464.10 ,1465.10 ,1457.90 ,0.82K,-0.46%
2019-11-22,1467.30 ,1468.90 ,1476.20 ,1465.00 ,0.71K,0.01%
2019-11-21,1467.10 ,1478.70 ,1479.00 ,1466.30 ,1.46K,-0.70%
2019-11-20,1477.50 ,1476.70 ,1482.30 ,1469.90 ,1.20K,-0.02%
2019-11-19,1477.80 ,1476.40 ,1478.70 ,1468.80 ,0.52K,0.16%
2019-11-18,1475.40 ,1472.80 ,1477.40 ,1462.00 ,0.49K,0.23%
2019-11-15,1472.00 ,1478.50 ,1478.50 ,1467.40 ,0.42K,-0.33%
2019-11-14,1476.90 ,1468.00 ,1477.80 ,1467.50 ,0.39K,0.69%
2019-11-13,1466.80 ,1461.30 ,1471.00 ,1461.30 ,0.13K,0.66%
2019-11-12,1457.20 ,1461.00 ,1463.40 ,1450.00 ,0.16K,-0.23%
2019-11-11,1460.60 ,1463.40 ,1470.00 ,1453.10 ,0.14K,-0.40%
2019-11-08,1466.40 ,1470.30 ,1475.50 ,1461.50 ,0.13K,-0.24%
2019-11-07,1469.90 ,1496.40 ,1496.40 ,1467.80 ,0.21K,-1.80%
2019-11-06,1496.80 ,1489.70 ,1497.00 ,1489.50 ,0.14K,0.62%
2019-11-05,1487.60 ,1512.70 ,1512.70 ,1485.00 ,0.41K,-1.79%
2019-11-04,1514.70 ,1518.30 ,1519.40 ,1512.90 ,0.16K,-0.01%
2019-11-01,1514.90 ,1518.80 ,1521.10 ,1513.00 ,0.01K,-0.22%
2019-10-31,1518.30 ,1505.80 ,1518.00 ,1505.80 ,0.01K,1.21%
2019-10-30,1500.20 ,1500.20 ,1500.20 ,1500.20 ,353.64K,0.64%
2019-10-29,1490.70 ,1494.30 ,1497.10 ,1485.60 ,291.98K,-0.34%
2019-10-28,1495.80 ,1507.40 ,1510.80 ,1492.30 ,318.13K,-0.63%
2019-10-25,1505.30 ,1506.40 ,1520.90 ,1503.10 ,368.74K,0.04%
2019-10-24,1504.70 ,1495.10 ,1506.90 ,1490.40 ,305.01K,0.60%
2019-10-23,1495.70 ,1491.10 ,1499.40 ,1490.70 ,244.62K,0.55%
2019-10-22,1487.50 ,1487.50 ,1492.10 ,1484.00 ,208.97K,-0.04%
2019-10-21,1488.10 ,1495.60 ,1498.70 ,1484.80 ,284.29K,-0.40%
2019-10-18,1494.10 ,1495.60 ,1497.90 ,1488.30 ,232.55K,-0.28%
2019-10-17,1498.30 ,1494.20 ,1501.10 ,1487.00 ,305.67K,0.29%
2019-10-16,1494.00 ,1484.80 ,1495.50 ,1480.60 ,367.90K,0.71%
2019-10-15,1483.50 ,1497.70 ,1503.00 ,1480.80 ,317.99K,-0.94%
2019-10-14,1497.60 ,1492.00 ,1501.50 ,1487.10 ,228.32K,0.60%
2019-10-11,1488.70 ,1498.30 ,1508.00 ,1478.00 ,485.96K,-0.81%
2019-10-10,1500.90 ,1510.80 ,1522.30 ,1495.70 ,417.88K,-0.79%
2019-10-09,1512.80 ,1510.90 ,1518.00 ,1505.10 ,285.28K,0.59%
2019-10-08,1503.90 ,1498.70 ,1515.30 ,1492.10 ,371.44K,-0.03%
2019-10-07,1504.40 ,1518.60 ,1518.80 ,1493.30 ,257.78K,-0.56%
2019-10-04,1512.90 ,1511.60 ,1522.20 ,1501.40 ,344.79K,-0.06%
2019-10-03,1513.80 ,1505.60 ,1525.80 ,1501.70 ,408.74K,0.39%
2019-10-02,1507.90 ,1485.40 ,1511.40 ,1480.50 ,393.10K,1.27%
2019-10-01,1489.00 ,1478.00 ,1493.50 ,1465.00 ,450.17K,1.09%
2019-09-30,1472.90 ,1501.70 ,1507.20 ,1470.50 ,439.71K,-2.22%
2019-09-27,1506.40 ,1511.80 ,1514.40 ,1493.30 ,451.93K,-0.35%
2019-09-26,1511.70 ,1506.00 ,1515.50 ,1505.00 ,0.88K,0.19%
2019-09-25,1508.90 ,1535.40 ,1538.90 ,1504.50 ,1.05K,-1.80%
2019-09-24,1536.60 ,1525.40 ,1538.90 ,1520.00 ,0.69K,0.58%
2019-09-23,1527.80 ,1520.00 ,1530.30 ,1515.90 ,0.42K,1.04%
2019-09-20,1512.00 ,1508.80 ,1520.40 ,1504.40 ,0.07K,0.57%
2019-09-19,1503.40 ,1496.30 ,1507.30 ,1496.00 ,0.04K,-0.63%
2019-09-18,1513.00 ,1506.20 ,1515.50 ,1489.80 ,0.05K,0.15%
2019-09-17,1510.80 ,1503.60 ,1511.60 ,1500.70 ,0.09K,0.14%
2019-09-16,1508.70 ,1508.40 ,1516.70 ,1501.00 ,0.11K,0.80%
2019-09-13,1496.80 ,1503.30 ,1511.00 ,1494.10 ,0.08K,-0.53%
2019-09-12,1504.80 ,1495.10 ,1526.70 ,1495.10 ,0.31K,0.29%
2019-09-11,1500.50 ,1493.50 ,1502.90 ,1493.50 ,0.04K,0.27%
2019-09-10,1496.40 ,1498.80 ,1503.00 ,1491.90 ,0.14K,-0.78%
2019-09-09,1508.10 ,1517.00 ,1517.00 ,1503.30 ,0.06K,-0.28%
2019-09-06,1512.40 ,1519.10 ,1531.00 ,1508.10 ,0.02K,-0.66%
2019-09-05,1522.50 ,1548.60 ,1554.90 ,1517.80 ,0.03K,-2.23%
2019-09-04,1557.20 ,1548.00 ,1561.90 ,1548.00 ,0.01K,0.28%
2019-09-03,1552.80 ,1531.90 ,1532.90 ,1525.30 ,0.00K,-0.20%
2019-09-02,1555.90 ,1535.20 ,1558.90 ,1528.00 ,554.83K,1.95%
2019-08-30,1526.20 ,1526.20 ,1526.20 ,1526.20 ,330.85K,-0.49%
2019-08-29,1533.70 ,1533.70 ,1533.70 ,1533.70 ,455.60K,-0.59%
2019-08-28,1542.80 ,1545.60 ,1550.20 ,1535.60 ,17.19K,-0.18%
2019-08-27,1545.60 ,1531.00 ,1548.20 ,1529.20 ,13.57K,0.96%
2019-08-26,1530.90 ,1537.50 ,1558.60 ,1528.70 ,11.29K,-0.03%
2019-08-23,1531.40 ,1502.30 ,1534.00 ,1496.90 ,13.25K,1.94%
2019-08-22,1502.30 ,1506.80 ,1508.10 ,1496.10 ,8.40K,-0.48%
2019-08-21,1509.60 ,1511.60 ,1512.10 ,1500.50 ,5.34K,-0.01%
2019-08-20,1509.70 ,1501.10 ,1512.70 ,1497.00 ,4.75K,0.28%
2019-08-19,1505.50 ,1516.90 ,1517.10 ,1497.30 ,11.89K,-0.79%
2019-08-16,1517.50 ,1527.90 ,1532.10 ,1508.00 ,10.22K,-0.50%
2019-08-15,1525.10 ,1521.10 ,1531.40 ,1512.20 ,8.76K,0.23%
2019-08-14,1521.60 ,1506.60 ,1528.40 ,1499.00 ,11.64K,0.91%
2019-08-13,1507.90 ,1515.40 ,1539.50 ,1483.00 ,18.79K,-0.20%
2019-08-12,1510.90 ,1502.90 ,1525.20 ,1492.40 ,6.93K,0.59%
2019-08-09,1502.00 ,1512.40 ,1513.20 ,1500.00 ,12.56K,-0.07%
2019-08-08,1503.10 ,1504.90 ,1514.90 ,1495.50 ,10.69K,-0.67%
2019-08-07,1513.20 ,1480.00 ,1516.20 ,1478.40 ,24.40K,2.36%
2019-08-06,1478.30 ,1473.90 ,1480.90 ,1462.50 ,8.13K,0.52%
2019-08-05,1470.60 ,1446.30 ,1475.90 ,1443.00 ,13.12K,1.31%
2019-08-02,1451.60 ,1451.20 ,1455.90 ,1436.60 ,13.33K,1.76%
2019-08-01,1426.50 ,1419.20 ,1452.30 ,1406.40 ,15.59K,-0.37%
2019-07-31,1431.80 ,1437.60 ,1441.90 ,1416.50 ,9.36K,-0.28%
2019-07-30,1435.80 ,1433.40 ,1439.60 ,1429.00 ,12.62K,0.81%
2019-07-29,1424.30 ,1423.20 ,1431.90 ,1418.60 ,2.56K,0.06%
2019-07-26,1423.50 ,1419.30 ,1428.50 ,1417.40 ,2.54K,0.39%
2019-07-25,1418.00 ,1429.50 ,1438.00 ,1414.10 ,5.04K,-0.66%
2019-07-24,1427.40 ,1421.30 ,1433.40 ,1420.90 ,1.24K,0.13%
2019-07-23,1425.50 ,1429.60 ,1434.90 ,1418.50 ,0.76K,-0.36%
2019-07-22,1430.70 ,1431.80 ,1434.30 ,1427.50 ,0.80K,0.04%
2019-07-19,1430.10 ,1452.70 ,1457.10 ,1425.00 ,3.03K,-0.13%
2019-07-18,1431.90 ,1433.30 ,1453.00 ,1419.80 ,1.16K,0.33%
2019-07-17,1427.20 ,1411.60 ,1431.80 ,1405.40 ,0.63K,0.86%
2019-07-16,1415.00 ,1422.50 ,1422.50 ,1406.00 ,0.17K,-0.16%
2019-07-15,1417.30 ,1417.50 ,1425.00 ,1413.30 ,0.30K,0.10%
2019-07-12,1415.90 ,1411.20 ,1422.50 ,1408.90 ,0.72K,0.42%
2019-07-11,1410.00 ,1424.10 ,1431.30 ,1408.10 ,0.32K,-0.41%
2019-07-10,1415.80 ,1401.20 ,1423.80 ,1397.50 ,0.25K,0.85%
2019-07-09,1403.90 ,1400.80 ,1404.80 ,1392.80 ,0.36K,0.04%
2019-07-08,1403.30 ,1404.30 ,1412.40 ,1398.00 ,0.21K,-0.01%
2019-07-05,1403.40 ,1426.50 ,1427.90 ,1393.00 ,0.34K,0.24%
2019-07-04,1400.10 ,1421.60 ,1426.80 ,1388.60 ,577.38K,-1.69%
2019-07-03,1424.20 ,1435.00 ,1442.90 ,1418.20 ,0.43K,0.92%
2019-07-02,1411.20 ,1392.20 ,1424.80 ,1391.70 ,0.08K,1.35%
2019-07-01,1392.40 ,1399.60 ,1403.60 ,1388.60 ,0.15K,-1.72%
2019-06-28,1416.70 ,1427.60 ,1427.60 ,1416.00 ,0.02K,0.13%
2019-06-27,1414.90 ,1414.90 ,1414.90 ,1414.90 ,336.36K,-0.04%
2019-06-26,1415.40 ,1427.20 ,1427.90 ,1405.00 ,421.95K,-0.23%
2019-06-25,1418.70 ,1423.40 ,1442.90 ,1415.10 ,643.59K,0.04%
2019-06-24,1418.20 ,1403.90 ,1425.10 ,1403.60 ,375.15K,1.29%
2019-06-21,1400.10 ,1391.20 ,1415.40 ,1386.10 ,518.89K,0.23%
2019-06-20,1396.90 ,1364.50 ,1397.70 ,1361.30 ,542.90K,3.57%
2019-06-19,1348.80 ,1350.40 ,1366.60 ,1344.80 ,332.61K,-0.14%
2019-06-18,1350.70 ,1343.90 ,1358.50 ,1342.10 ,376.27K,0.58%
2019-06-17,1342.90 ,1345.50 ,1347.10 ,1336.60 ,238.71K,-0.12%
2019-06-14,1344.50 ,1346.50 ,1362.20 ,1341.40 ,358.45K,0.06%
2019-06-13,1343.70 ,1337.80 ,1347.00 ,1335.90 ,204.83K,0.52%
2019-06-12,1336.80 ,1330.60 ,1342.30 ,1329.80 ,234.46K,0.42%
2019-06-11,1331.20 ,1331.80 ,1333.80 ,1323.60 ,215.15K,0.14%
2019-06-10,1329.30 ,1341.20 ,1341.70 ,1329.00 ,228.03K,-1.25%
2019-06-07,1346.10 ,1339.70 ,1352.70 ,1334.30 ,331.29K,0.25%
2019-06-06,1342.70 ,1336.10 ,1344.20 ,1331.30 ,263.09K,0.68%
2019-06-05,1333.60 ,1330.20 ,1348.90 ,1329.30 ,413.47K,0.37%
2019-06-04,1328.70 ,1329.70 ,1334.10 ,1324.70 ,319.96K,0.06%
2019-06-03,1327.90 ,1312.50 ,1333.00 ,1310.90 ,363.40K,1.28%
2019-05-31,1311.10 ,1293.20 ,1311.90 ,1292.50 ,341.18K,1.45%
2019-05-30,1292.40 ,1285.10 ,1293.90 ,1279.20 ,284.02K,0.68%
2019-05-29,1283.70 ,1281.80 ,1287.80 ,1281.40 ,1.64K,0.28%
2019-05-28,1280.10 ,1287.20 ,1289.60 ,1278.50 ,0.78K,0.23%
2019-05-27,1277.10 ,1283.50 ,1286.90 ,1275.10 ,362.16K,-0.72%
2019-05-24,1286.40 ,1285.90 ,1287.50 ,1283.30 ,0.41K,-0.16%
2019-05-23,1288.40 ,1276.80 ,1289.80 ,1275.50 ,0.51K,0.88%
2019-05-22,1277.10 ,1276.10 ,1279.50 ,1275.50 ,0.32K,0.07%
2019-05-21,1276.20 ,1281.20 ,1281.20 ,1272.00 ,0.32K,-0.32%
2019-05-20,1280.30 ,1281.60 ,1282.00 ,1276.90 ,0.20K,0.11%
2019-05-17,1278.90 ,1290.10 ,1292.00 ,1278.00 ,0.38K,-0.81%
2019-05-16,1289.40 ,1300.10 ,1300.80 ,1287.80 ,0.47K,-0.85%
2019-05-15,1300.50 ,1300.10 ,1304.00 ,1298.60 ,0.05K,0.12%
2019-05-14,1299.00 ,1303.40 ,1303.40 ,1298.20 ,0.09K,-0.44%
2019-05-13,1304.70 ,1291.10 ,1304.80 ,1285.30 ,0.09K,1.12%
2019-05-10,1290.20 ,1288.20 ,1292.30 ,1287.80 ,0.04K,0.16%
2019-05-09,1288.20 ,1287.10 ,1291.60 ,1285.20 ,0.03K,0.30%
2019-05-08,1284.40 ,1291.10 ,1295.00 ,1284.00 ,0.04K,-0.33%
2019-05-07,1288.60 ,1286.80 ,1289.60 ,1283.90 ,0.03K,0.13%
2019-05-06,1286.90 ,1286.10 ,1289.90 ,1282.30 ,0.03K,0.20%
2019-05-03,1284.30 ,1276.10 ,1286.60 ,1273.50 ,0.03K,0.73%
2019-05-02,1275.00 ,1278.00 ,1278.50 ,1272.70 ,0.06K,-0.95%
2019-05-01,1287.20 ,1285.00 ,1290.40 ,1281.00 ,0.02K,-0.11%
2019-04-30,1288.60 ,1288.60 ,1288.60 ,1288.60 ,239.44K,0.32%
2019-04-29,1284.50 ,1284.50 ,1284.50 ,1284.50 ,208.96K,-0.33%
2019-04-26,1288.80 ,1279.10 ,1290.90 ,1276.00 ,278.89K,0.71%
2019-04-25,1279.70 ,1277.90 ,1284.80 ,1275.20 ,237.15K,0.02%
2019-04-24,1279.40 ,1274.40 ,1280.70 ,1270.50 ,246.05K,0.49%
2019-04-23,1273.20 ,1277.00 ,1278.50 ,1267.90 ,280.34K,-0.34%
2019-04-22,1277.60 ,1278.00 ,1281.90 ,1275.70 ,136.44K,0.13%
2019-04-18,1276.00 ,1276.20 ,1279.70 ,1273.00 ,229.63K,-0.06%
2019-04-17,1276.80 ,1279.50 ,1282.10 ,1275.20 ,223.36K,-0.03%
2019-04-16,1277.20 ,1290.80 ,1291.70 ,1275.50 ,326.51K,-1.09%
2019-04-15,1291.30 ,1294.00 ,1295.20 ,1285.30 ,232.99K,-0.30%
2019-04-12,1295.20 ,1295.80 ,1299.10 ,1293.20 ,192.49K,0.15%
2019-04-11,1293.30 ,1312.40 ,1313.10 ,1292.90 ,324.74K,-1.57%
2019-04-10,1313.90 ,1308.20 ,1314.70 ,1304.70 ,218.88K,0.43%
2019-04-09,1308.30 ,1301.60 ,1310.40 ,1300.60 ,200.34K,0.49%
2019-04-08,1301.90 ,1295.80 ,1307.90 ,1295.50 ,207.57K,0.49%
2019-04-05,1295.60 ,1296.50 ,1297.80 ,1288.30 ,231.45K,0.10%
2019-04-04,1294.30 ,1294.40 ,1298.70 ,1284.90 ,262.54K,-0.08%
2019-04-03,1295.30 ,1296.90 ,1299.00 ,1292.70 ,190.37K,-0.01%
2019-04-02,1295.40 ,1292.20 ,1297.10 ,1289.50 ,196.40K,0.09%
2019-04-01,1294.20 ,1297.20 ,1301.70 ,1291.00 ,236.66K,-0.33%
2019-03-29,1298.50 ,1295.00 ,1304.60 ,1291.30 ,270.18K,0.25%
2019-03-28,1295.30 ,1315.00 ,1317.60 ,1293.30 ,426.82K,-1.42%
2019-03-27,1313.90 ,1318.70 ,1322.00 ,1310.90 ,2.01K,-0.33%
2019-03-26,1318.30 ,1325.20 ,1325.20 ,1315.50 ,1.53K,-0.54%
2019-03-25,1325.40 ,1316.20 ,1326.50 ,1314.00 ,1.01K,0.76%
2019-03-22,1315.40 ,1312.30 ,1317.60 ,1310.00 ,0.50K,0.37%
2019-03-21,1310.60 ,1316.00 ,1322.40 ,1306.60 ,1.40K,0.45%
2019-03-20,1304.70 ,1309.00 ,1319.60 ,1301.50 ,2.47K,-0.37%
2019-03-19,1309.60 ,1308.20 ,1313.10 ,1307.20 ,0.58K,0.38%
2019-03-18,1304.60 ,1303.00 ,1309.00 ,1301.70 ,0.23K,-0.09%
2019-03-15,1305.80 ,1298.10 ,1308.30 ,1297.80 ,0.59K,0.56%
2019-03-14,1298.50 ,1310.00 ,1310.00 ,1295.90 ,1.04K,-1.07%
2019-03-13,1312.50 ,1304.00 ,1314.50 ,1304.00 ,0.21K,0.87%
2019-03-12,1301.20 ,1295.90 ,1304.90 ,1295.60 ,0.17K,0.53%
2019-03-11,1294.30 ,1300.90 ,1301.90 ,1294.10 ,0.12K,-0.64%
2019-03-08,1302.70 ,1294.30 ,1303.10 ,1293.80 ,0.16K,1.03%
2019-03-07,1289.40 ,1290.90 ,1292.50 ,1286.80 ,0.12K,-0.11%
2019-03-06,1290.80 ,1292.70 ,1294.60 ,1288.30 ,0.04K,0.23%
2019-03-05,1287.80 ,1290.20 ,1292.80 ,1286.00 ,0.08K,-0.21%
